sample_id,label,system_profile,plaintext_byte0,trace_mean,trace_median,trace_variance,trace_std,trace_min,trace_max,trace_skewness,trace_kurtosis,trace_energy,trace_peak_to_peak,trace_q25,trace_q75,cipher_mean,cipher_variance,cipher_std,cipher_entropy,cipher_unique_ratio,cipher_max_symbol_prob,cipher_zero_ratio,cipher_adjacent_equal_ratio,cipher_autocorr1
427,1,Weak-ECB/Leaky,21,0.4021852,-0.0015420723,3.607493,1.8993402,-3.2769206,8.963926,2.0303051,5.566983,3.769246,12.240847,-0.6841613,1.0169353,113.625,6338.109375,79.61224387617774,4.0,0.0625,0.0625,0.0,0.0,-0.17327741001766786
428,0,CBC/Low-Leakage,60,0.04593372,0.0722601,1.0445967,1.0220551,-3.9006796,2.400225,-0.15808427,0.24730682,1.0467066,6.3009043,-0.581103,0.61951107,107.78125,6516.1083984375,80.72241571235031,4.749999999999999,0.109375,0.0625,0.0625,0.03225806451612903,0.14554928896246996
429,1,Weak-ECB/Leaky,90,0.43167135,0.07188508,3.7346706,1.9325296,-2.5036104,9.243658,2.219127,6.16473,3.9210107,11.747269,-0.6944748,0.8985788,108.0625,6166.55859375,78.52743847694256,4.0,0.0625,0.0625,0.0,0.0,-0.22641097943846455
430,0,CBC/Low-Leakage,25,0.13507184,0.19183187,1.0253811,1.012611,-2.3154361,2.9364984,0.014034826,-0.31007123,1.0436254,5.2519345,-0.6364835,0.88887256,139.21875,5672.6708984375,75.3171354901227,4.78890976555739,0.11328125,0.09375,0.0,0.0,-0.20758164735930107
431,1,Weak-ECB/Leaky,232,0.3150934,0.04844748,1.97217,1.4043397,-2.838263,6.57716,1.4235848,3.257823,2.0714538,9.415422,-0.5605359,0.9737083,161.1875,6436.52734375,80.22797108085184,3.8749999999999996,0.05859375,0.125,0.0,0.0,0.3658742079410759
432,1,Weak-ECB/Leaky,92,0.2015968,0.009893445,1.5481097,1.2442305,-2.4946787,5.416434,1.0658715,2.0256429,1.5887508,7.911113,-0.6470544,0.6957216,117.5,6538.875,80.86331059262909,3.8750000000000004,0.05859375,0.125,0.0625,0.0,-0.38287251236209796
433,0,CBC/Low-Leakage,172,-0.015234511,0.011687025,0.97090656,0.9853459,-2.3738985,2.8024955,0.087700196,-0.13563061,0.9711387,5.176394,-0.6785064,0.6028024,129.3125,5491.77734375,74.10652699830158,4.937499999999999,0.12109375,0.0625,0.0,0.03225806451612903,0.019674822837068253
434,1,Weak-ECB/Leaky,255,0.5877882,0.19416904,4.307819,2.0755286,-3.153694,10.454008,2.498696,7.738529,4.6533136,13.607702,-0.55827475,1.0660427,81.0625,3507.93359375,59.22781098225731,4.0,0.0625,0.0625,0.0625,0.0,-0.049527818105159764
435,1,Weak-ECB/Leaky,186,0.31129164,0.18343616,2.0274334,1.4238797,-2.741202,5.392237,1.0217983,1.6204848,2.1243358,8.133439,-0.7431238,0.9522646,124.75,5745.1875,75.79701511273383,4.0,0.0625,0.0625,0.0,0.0,-0.21361159754881553
436,1,Weak-ECB/Leaky,25,0.18257649,0.13585706,1.2609164,1.1229054,-3.0345495,5.0923076,0.55112016,0.9550526,1.2942505,8.126857,-0.6659491,0.8871118,135.0,6346.875,79.66727684564096,4.0,0.0625,0.0625,0.0,0.0,-0.07295215542522629
437,1,Weak-ECB/Leaky,73,0.42055884,0.21200398,2.7899232,1.6703063,-2.5739872,9.16364,2.1497154,7.1660566,2.9667928,11.737627,-0.59694827,0.9130323,145.125,6783.234375,82.36039324214036,4.0,0.0625,0.0625,0.0,0.0,0.4093114142806973
438,1,Weak-ECB/Leaky,56,0.48920605,0.11456534,4.6039076,2.1456718,-2.964935,11.254827,2.5305538,7.715397,4.8432293,14.219762,-0.61331785,0.869036,103.375,3723.859375,61.023432999135665,3.8749999999999996,0.05859375,0.125,0.0,0.0,0.08327919143408971
439,0,CBC/Low-Leakage,146,-0.058524642,-0.07949909,1.0650806,1.0320275,-2.8837469,3.0116653,0.06827439,-0.044802904,1.0685058,5.8954124,-0.7565206,0.65748787,122.5,3757.25,61.296410987920005,4.874999999999998,0.1171875,0.0625,0.0,0.0,-0.2085119174126746
440,1,Weak-ECB/Leaky,53,0.48704502,0.10998645,3.5293136,1.8786467,-3.1316748,9.612026,2.3435423,7.1601562,3.7665262,12.743701,-0.5323295,0.9407183,117.9375,5654.68359375,75.19763024025424,4.0,0.0625,0.0625,0.0,0.0,-0.08557302256649797
441,1,Weak-ECB/Leaky,151,0.14216897,0.114248194,1.512461,1.2298216,-2.8865821,4.2519226,0.4036135,0.46898103,1.532673,7.138505,-0.68275535,0.8419685,127.5,6672.625,81.68613713476725,3.8749999999999996,0.05859375,0.125,0.0,0.0,-0.33931299710964663
442,1,Weak-ECB/Leaky,53,0.49780113,0.15083419,3.2495725,1.8026571,-3.1723547,9.16653,2.054887,5.596835,3.4973783,12.338884,-0.45161852,1.0114297,117.9375,5654.68359375,75.19763024025424,4.0,0.0625,0.0625,0.0,0.0,-0.08557302256649797
443,0,CBC/Low-Leakage,77,0.014957607,0.037104353,1.1293317,1.0627002,-2.6475163,2.6609669,0.10821148,-0.23129821,1.1295555,5.308483,-0.7376274,0.6726129,116.34375,4557.5380859375,67.50954070305545,5.0,0.125,0.03125,0.03125,0.0,0.104903922159522
444,1,Weak-ECB/Leaky,109,0.50455076,0.06551744,4.0155277,2.003878,-2.8674579,8.974566,2.2252626,5.9742956,4.2700996,11.842024,-0.6073837,1.0110472,141.25,4169.0625,64.56827781503856,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.22992098083964022
445,1,Weak-ECB/Leaky,131,0.42507046,0.29157466,2.4422812,1.56278,-2.5176117,7.0270987,1.2324195,2.6795273,2.6229663,9.54471,-0.55555236,1.1355652,130.4375,5415.49609375,73.59005431272625,4.0,0.0625,0.0625,0.0,0.0,0.238987012959905
446,0,CBC/Low-Leakage,236,0.04377681,0.039218564,1.0168531,1.0083914,-2.6550536,3.0083456,0.042193137,0.072716,1.0187695,5.663399,-0.6433429,0.73667485,150.875,4630.671875,68.04904022100533,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.03935213648908933
447,0,CBC/Low-Leakage,77,-0.010666952,-0.04160463,1.1428276,1.0690311,-2.2128847,3.3519268,0.15267278,-0.27765656,1.1429415,5.5648117,-0.70903945,0.6849419,140.09375,4924.8349609375,70.17716837360638,4.78890976555739,0.11328125,0.09375,0.0,0.0,0.1150805988011644
448,0,CBC/Low-Leakage,115,0.0567701,0.101800874,1.0748715,1.0367601,-2.9576597,2.8611546,-0.111192435,-0.076128006,1.0780944,5.8188143,-0.54555225,0.7304102,141.25,4642.0,68.13222438758329,4.874999999999999,0.1171875,0.0625,0.0,0.0,-0.27308014449066315
449,1,Weak-ECB/Leaky,85,0.23751968,0.10465206,1.745309,1.3211014,-3.0257702,5.719292,0.8834883,1.3701224,1.8017244,8.745062,-0.6391723,0.89834183,127.0,5100.125,71.41515945511848,3.8750000000000004,0.05859375,0.125,0.0,0.06451612903225806,0.031206584765757616
450,1,Weak-ECB/Leaky,164,0.35874802,0.18358004,2.3076744,1.5191032,-2.5465608,8.093815,1.870618,5.557726,2.4363744,10.640375,-0.4236686,0.8020134,117.4375,3972.87109375,63.0307154786458,4.0,0.0625,0.0625,0.0,0.0,-0.3515382642084843
451,0,CBC/Low-Leakage,59,0.088904485,0.022286285,1.1555052,1.0749443,-2.7236686,2.9294841,-0.09662591,-0.4030323,1.1634091,5.6531525,-0.6358874,0.89576006,126.1875,5456.33984375,73.86704166101416,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.2798573941173205
452,0,CBC/Low-Leakage,205,0.020807367,0.042751446,1.0351926,1.0174441,-3.4037998,2.4870574,0.098907545,-0.3989029,1.0356257,5.890857,-0.8350567,0.6967287,126.25,3349.9375,57.87864459366684,4.812499999999998,0.11328125,0.0625,0.0,0.0,0.10057582727123116
453,0,CBC/Low-Leakage,1,0.16704643,0.16081366,1.0430951,1.0213202,-3.1249359,2.306227,-0.18752456,-0.3708377,1.0709996,5.431163,-0.5095009,0.96851313,159.65625,5333.1005859375,73.02808080415026,4.812499999999998,0.11328125,0.0625,0.0,0.0,-0.3478474584444579
454,0,CBC/Low-Leakage,244,0.01523884,0.042372007,1.1130573,1.0550153,-2.9172883,2.324604,-0.11566747,-0.46187472,1.1132896,5.2418923,-0.7680086,0.75025487,136.3125,5274.46484375,72.62551097066374,5.0,0.125,0.03125,0.0,0.0,-0.4921554883281844
455,0,CBC/Low-Leakage,36,0.039730728,0.062434822,1.0004742,1.0002371,-2.8095987,2.8971927,-0.16844027,0.22147107,1.0020527,5.7067914,-0.6137826,0.6889635,125.3125,5552.27734375,74.51360509162069,4.874999999999999,0.1171875,0.0625,0.0,0.0,-0.029128465620271726
456,1,Weak-ECB/Leaky,122,0.29548147,0.088766344,1.8795495,1.3709667,-2.304181,5.1710906,1.0823724,1.6661415,1.9668589,7.4752717,-0.5915146,0.8313514,139.4375,4030.24609375,63.48421924974741,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.0655629462843276
457,0,CBC/Low-Leakage,26,0.066155925,0.13893822,1.1261647,1.0612091,-2.4747891,2.8337245,0.054214057,-0.4148438,1.1305413,5.3085136,-0.694602,0.7823526,120.90625,6227.0224609375,78.91148497485965,5.0,0.125,0.03125,0.0,0.0,-0.21590450513375992
458,1,Weak-ECB/Leaky,170,0.4002517,0.16711205,2.594458,1.6107322,-2.489888,7.8536,1.9711878,5.3752117,2.7546594,10.343488,-0.48853526,0.7966181,114.9375,6429.80859375,80.186087282957,3.6249999999999996,0.05078125,0.125,0.0,0.06451612903225806,0.38211826377757213
459,0,CBC/Low-Leakage,126,-0.07370697,-0.048494484,1.1057713,1.0515566,-3.3027074,3.7610018,-0.0052719447,0.12663746,1.1112039,7.0637093,-0.8357357,0.6732163,127.15625,4858.6318359375,69.70388680652967,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.0371830181863109
460,1,Weak-ECB/Leaky,224,0.37746817,0.2156767,2.148745,1.4658599,-3.5483203,6.8360734,1.3721575,3.6781654,2.2912273,10.384394,-0.49852362,0.97987187,152.6875,4532.58984375,67.32451146313652,4.0,0.0625,0.0625,0.0625,0.0,-0.12344407449717962
461,0,CBC/Low-Leakage,155,0.029830687,0.12534633,1.0792606,1.0388746,-2.8377433,3.5605876,-0.03154461,-0.0023331642,1.0801506,6.3983307,-0.6508163,0.7569835,120.46875,4400.3115234375,66.33484396180864,4.874999999999998,0.1171875,0.0625,0.0,0.03225806451612903,0.015821498557278935
462,0,CBC/Low-Leakage,139,0.0024758428,0.07686847,0.9891779,0.99457425,-2.6863978,3.4331489,-0.11237034,0.18914413,0.989184,6.119547,-0.63310647,0.7011335,137.03125,4558.2177734375,67.51457452607919,4.749999999999999,0.109375,0.0625,0.03125,0.0,-0.04775375427561494
463,0,CBC/Low-Leakage,138,-0.008717921,-0.072123386,1.0739405,1.036311,-2.781196,2.6297038,0.039389342,-0.4227116,1.0740166,5.4109,-0.77712107,0.61877346,137.6875,5370.96484375,73.28686678900934,4.874999999999999,0.1171875,0.0625,0.0,0.0,0.09188515626526109
464,0,CBC/Low-Leakage,34,0.07521832,0.043298047,1.0269392,1.01338,-2.8625853,3.2040935,0.01605169,-0.1572187,1.0325971,6.066679,-0.63684136,0.79316896,89.0,3974.5,63.04363568196238,4.812499999999998,0.11328125,0.0625,0.0,0.03225806451612903,-0.07614380615242797
465,1,Weak-ECB/Leaky,58,0.47729307,0.092201725,3.6901333,1.920972,-3.035439,10.730198,2.3284118,7.16903,3.917942,13.765636,-0.6227085,1.0356534,113.125,5983.109375,77.35056156874364,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.048311747761566194
466,0,CBC/Low-Leakage,230,0.0026158951,-0.015458433,1.0478809,1.0236605,-3.101322,3.5669658,0.20568058,0.21319413,1.0478877,6.6682878,-0.6262292,0.6103374,129.53125,4224.0615234375,64.99278054859248,4.874999999999998,0.1171875,0.0625,0.0,0.0,0.20889048185789935
467,0,CBC/Low-Leakage,64,0.06331537,0.07230082,1.0657156,1.032335,-3.540205,3.7758198,0.04807094,0.74604845,1.0697244,7.316025,-0.627151,0.7011022,124.78125,5333.9833984375,73.03412488992731,4.749999999999999,0.109375,0.0625,0.0,0.0,-0.0014348202250601674
468,1,Weak-ECB/Leaky,236,0.2522673,0.1051317,2.0550146,1.4335322,-2.527758,6.4405017,1.242943,2.7110772,2.1186533,8.96826,-0.51945996,0.86621517,141.4375,4415.37109375,66.44825877139294,4.0,0.0625,0.0625,0.0,0.0,0.04356104345556682
469,0,CBC/Low-Leakage,130,0.04056324,0.058505505,1.015784,1.0078611,-2.9367373,2.9100144,0.005162764,-0.102651596,1.0174294,5.8467517,-0.62466854,0.68229115,114.0625,6466.80859375,80.41646966728892,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.12540502918129792
470,1,Weak-ECB/Leaky,71,0.34761798,0.19694015,1.8259842,1.3512899,-2.6196938,5.7735615,0.92805916,1.8782148,1.9468226,8.393255,-0.56789434,1.0734322,139.0,6013.875,77.54917794535284,4.0,0.0625,0.0625,0.0,0.0,-0.0569499745225459
471,0,CBC/Low-Leakage,9,0.07989614,0.008987535,0.94221634,0.97067827,-2.5677254,2.4551554,0.15985836,-0.3987949,0.9485997,5.0228806,-0.5699384,0.71379536,137.90625,6639.3349609375,81.48211436221756,4.812499999999999,0.11328125,0.0625,0.0,0.0,0.0953255591006624
472,1,Weak-ECB/Leaky,228,0.16084018,0.092430875,1.5390224,1.2405734,-2.6227798,5.347636,0.6761795,1.2840796,1.564892,7.970416,-0.68452036,0.77746594,92.25,3692.8125,60.76851569686395,4.0,0.0625,0.0625,0.0,0.0,0.10597084871665231
473,1,Weak-ECB/Leaky,74,0.37002945,0.18193522,1.7173634,1.3104821,-2.2812963,5.525165,1.1615897,2.1492257,1.854285,7.8064613,-0.5542459,1.0243335,123.3125,5981.33984375,77.33912233630532,3.8749999999999996,0.05859375,0.125,0.0,0.0,0.14647334612748217
474,0,CBC/Low-Leakage,4,0.015932523,-0.08631476,0.91167825,0.9548184,-3.1245224,2.3426762,0.015808914,0.07190657,0.9119321,5.4671984,-0.6060717,0.6985052,127.78125,5622.9208984375,74.98613804189078,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.1404056819056011
475,0,CBC/Low-Leakage,90,-0.0014682543,0.0062475884,0.8984511,0.9478666,-2.645178,2.813854,0.040574323,-0.100090265,0.8984533,5.459032,-0.66494954,0.6231856,124.8125,5332.90234375,73.0267234904456,4.874999999999998,0.1171875,0.0625,0.0,0.0,0.3092389212635727
476,1,Weak-ECB/Leaky,202,0.3640074,0.22172141,1.9499371,1.3964015,-2.5528762,7.5639095,1.3337742,4.061226,2.0824385,10.116786,-0.4631283,0.92061853,119.0625,3906.43359375,62.501468732742595,4.0,0.0625,0.0625,0.0,0.0,-0.08608865766840056
477,0,CBC/Low-Leakage,129,0.03902167,0.12395554,1.0226946,1.0112836,-3.190605,3.458431,-0.21744011,0.48732042,1.0242174,6.649036,-0.6288967,0.6994296,114.40625,5532.6162109375,74.38155827177528,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.11363309984529861
478,0,CBC/Low-Leakage,221,-0.0063879117,-0.084129795,1.0743432,1.0365053,-2.4609585,2.841958,0.20464748,-0.19032836,1.074384,5.3029165,-0.6599721,0.6642118,120.90625,5671.5224609375,75.30951109214227,4.937499999999999,0.12109375,0.0625,0.03125,0.0,0.12746422941752594
479,1,Weak-ECB/Leaky,229,0.33287477,0.121397555,2.2081344,1.4859793,-2.440271,7.065372,1.6117852,3.963678,2.31894,9.505643,-0.5403923,0.8480136,122.3125,5947.96484375,77.1230500158675,4.0,0.0625,0.0625,0.0,0.0,-0.3987079562237102
480,0,CBC/Low-Leakage,5,-0.010329101,-0.05987692,0.9899355,0.994955,-3.621451,3.895851,0.0871903,1.529943,0.99004227,7.5173016,-0.58281744,0.54887176,114.5625,5651.12109375,75.17393892666527,4.874999999999998,0.1171875,0.0625,0.0,0.03225806451612903,0.33470887005162053
481,0,CBC/Low-Leakage,2,0.046724916,0.112571664,1.2404304,1.113746,-3.8557234,2.8112094,-0.39185157,0.618984,1.2426136,6.666933,-0.5124493,0.7369437,122.9375,6222.12109375,78.88042275336764,4.874999999999998,0.1171875,0.0625,0.0,0.0,-0.15601400027836168
482,0,CBC/Low-Leakage,149,0.029160734,0.0026380443,1.0355965,1.0176426,-2.2662554,3.263399,0.25075933,0.07600689,1.0364469,5.5296545,-0.65204,0.6356795,142.15625,6050.4443359375,77.78460217766431,4.874999999999999,0.1171875,0.0625,0.0,0.0,-0.24800302806005572
483,1,Weak-ECB/Leaky,141,0.42073315,-0.009095159,3.7638445,1.940063,-2.5800207,9.802133,2.3981748,7.121686,3.9408612,12.3821535,-0.743539,0.8698765,149.25,3475.0625,58.94966072845543,3.75,0.0546875,0.125,0.0,0.0,0.009447005470084006
484,1,Weak-ECB/Leaky,103,0.5992029,0.17074585,5.7408667,2.3960106,-3.7616293,12.29233,2.742613,8.642917,6.0999107,16.053959,-0.6863626,0.8710505,114.25,5573.6875,74.65713294789721,4.0,0.0625,0.0625,0.0,0.0,0.4207052388971318
485,0,CBC/Low-Leakage,227,0.13561454,0.17416483,1.0556786,1.0274622,-2.826225,2.700344,-0.020761449,-0.16209674,1.07407,5.5265694,-0.58500004,0.86900175,132.09375,4661.1474609375,68.27259670568786,4.874999999999998,0.1171875,0.0625,0.0,0.0,0.047276128626715465
486,1,Weak-ECB/Leaky,77,0.31881925,0.12089827,2.343845,1.5309621,-2.6423266,6.879253,1.5726675,3.8574724,2.4454904,9.52158,-0.5592694,0.92120045,155.75,3638.0625,60.31635350383841,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.20868289094670608
487,0,CBC/Low-Leakage,249,0.024839591,-0.001089012,0.9399444,0.9695073,-3.2742858,2.6965363,0.08916828,0.24107003,0.94056135,5.9708223,-0.5828495,0.6377084,93.6875,3918.71484375,62.599639326037654,4.874999999999998,0.1171875,0.0625,0.0,0.0,0.06308715900954324
488,1,Weak-ECB/Leaky,12,0.62817794,0.15391187,3.9216268,1.9803097,-2.6590006,10.219296,2.5557337,7.4338465,4.3162346,12.878297,-0.40348625,0.87612313,136.5,6265.125,79.15254259971691,4.0,0.0625,0.0625,0.0,0.0,-0.1883022557623746
489,0,CBC/Low-Leakage,174,0.11148075,0.08842161,1.1598709,1.076973,-3.528737,2.9181411,0.018373586,-0.13210106,1.1722989,6.4468784,-0.6947991,0.8161427,150.96875,4542.2802734375,67.39644110364804,4.874999999999999,0.1171875,0.0625,0.0,0.03225806451612903,0.03934979384401809
490,0,CBC/Low-Leakage,65,0.048473343,0.016377158,1.0947797,1.0463172,-3.7984676,3.3326502,-0.23388945,0.68189836,1.0971293,7.131118,-0.56972635,0.7030085,109.8125,4083.65234375,63.90346112496568,4.812499999999998,0.11328125,0.0625,0.0,0.0,0.027785456022324007
491,0,CBC/Low-Leakage,244,0.031162621,-0.008467986,1.0941617,1.0460218,-3.0620172,2.5666082,-0.019753207,-0.17041636,1.0951328,5.6286254,-0.6531447,0.745212,141.375,6425.796875,80.16106832496683,4.874999999999999,0.1171875,0.0625,0.0,0.0,-0.08137049553332108
492,1,Weak-ECB/Leaky,81,0.46733862,0.30156326,2.4893193,1.5777577,-2.755541,7.5250626,1.7376004,4.8310556,2.7077246,10.280603,-0.53393275,1.0636475,129.0,5570.5,74.63578230312856,3.8749999999999996,0.05859375,0.125,0.0625,0.0,-0.46696895595333027
493,0,CBC/Low-Leakage,145,-0.038449265,-0.13441306,1.1710839,1.0821663,-2.881121,3.392422,0.1482539,-0.044543743,1.1725624,6.273543,-0.70325464,0.74849135,121.46875,4886.8740234375,69.90618015195437,4.937499999999999,0.12109375,0.0625,0.03125,0.0,0.15819292542851768
494,0,CBC/Low-Leakage,30,0.0033947928,0.076453395,0.90928787,0.9535659,-3.0343118,2.616233,-0.24604493,-0.059623957,0.90929943,5.650545,-0.6520577,0.68141824,125.0625,5468.87109375,73.95181602739719,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.04605198000551623
495,0,CBC/Low-Leakage,21,-0.071837276,-0.07420252,1.082226,1.040301,-3.154117,3.357753,-0.0055262735,0.24688458,1.0873867,6.5118704,-0.7356738,0.5989474,104.875,4663.234375,68.28787868282335,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.008510170199596304
496,0,CBC/Low-Leakage,173,0.028138064,0.07517188,1.1577096,1.0759691,-3.5447278,2.71392,-0.24845569,0.21632838,1.1585014,6.258648,-0.6958181,0.69263786,133.09375,6487.6474609375,80.54593385725626,4.812499999999998,0.11328125,0.0625,0.0,0.0,-0.13614588673368552
497,0,CBC/Low-Leakage,224,-0.023013659,0.016345005,1.0419701,1.0207694,-2.4053144,2.6603303,0.08559224,-0.30767727,1.0424998,5.0656447,-0.73386735,0.63825023,125.34375,5206.0380859375,72.15287995594839,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.17169927232681745
498,0,CBC/Low-Leakage,137,0.14341986,0.2386128,1.0993218,1.0484855,-3.4285824,3.5111475,-0.22768961,0.34918523,1.1198912,6.9397297,-0.6049198,0.87730914,110.0,6173.875,78.57400969786383,4.874999999999998,0.1171875,0.0625,0.03125,0.0,0.014131630820132007
499,0,CBC/Low-Leakage,245,-0.0010753069,-0.07306176,1.0194962,1.009701,-2.821998,3.901254,0.1325499,0.2957251,1.0194973,6.723252,-0.6999385,0.6314893,128.03125,6356.5927734375,79.7282432607009,4.687499999999999,0.10546875,0.0625,0.03125,0.0,0.05013208494789376
500,0,CBC/Low-Leakage,156,0.0608914,0.07452245,0.9288095,0.9637476,-2.787897,2.822637,0.040953267,0.12137771,0.9325173,5.610534,-0.5471525,0.68340695,124.34375,6584.2880859375,81.14362628042636,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.10008478245606883
501,0,CBC/Low-Leakage,153,0.10440367,0.13082235,0.906782,0.952251,-2.2946024,2.3081357,-0.12896706,-0.3375013,0.91768205,4.6027384,-0.51609254,0.77102464,134.3125,4137.33984375,64.32215670941079,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.5199503631360862
502,0,CBC/Low-Leakage,54,0.17754196,0.2315298,0.9836299,0.9917812,-2.1362855,2.3779292,-0.22344202,-0.3368411,1.015151,4.5142145,-0.4796687,0.90412486,134.09375,5793.3349609375,76.11396035509846,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.04355256538365147
503,1,Weak-ECB/Leaky,85,0.2900989,0.15932718,1.8570023,1.3627187,-3.3205574,5.8844566,1.0809304,2.5133295,1.9411597,9.205014,-0.58023953,0.8499787,127.0,5100.125,71.41515945511848,3.8750000000000004,0.05859375,0.125,0.0,0.06451612903225806,0.031206584765757616
504,0,CBC/Low-Leakage,131,0.04011787,0.005910374,1.149663,1.0722234,-3.4785519,2.9220269,-0.10029868,0.061867952,1.1512723,6.4005785,-0.63055754,0.79823077,136.0625,5649.80859375,75.16520866564531,4.812499999999998,0.11328125,0.0625,0.0,0.0,0.03939948944957155
505,0,CBC/Low-Leakage,254,0.008603249,-0.041356124,1.0226978,1.0112852,-2.9315002,2.3933485,-0.070987165,-0.34742498,1.0227718,5.3248487,-0.72505033,0.7983118,124.21875,5942.7958984375,77.08953170461928,4.812499999999998,0.11328125,0.0625,0.03125,0.0,-0.28280872981220645
506,1,Weak-ECB/Leaky,162,0.44244257,0.07273306,3.7432063,1.9347367,-2.7004251,9.286509,2.29174,6.467209,3.9389617,11.986934,-0.6569257,0.8172096,135.25,4623.5625,67.99678301213963,4.0,0.0625,0.0625,0.0625,0.0,-0.2542034724461747
507,1,Weak-ECB/Leaky,113,0.43363625,0.12251152,2.4784584,1.5743121,-3.3540087,6.9854374,1.4245492,3.3379884,2.6664991,10.339446,-0.4675576,1.0226831,153.875,6060.484375,77.84911287227364,4.0,0.0625,0.0625,0.0,0.0,-0.10015568249642628
508,0,CBC/Low-Leakage,39,0.07410251,0.12156992,1.0012455,1.0006225,-2.5826397,2.8377807,-0.061606724,-0.080149174,1.0067368,5.4204206,-0.5657152,0.6740347,131.59375,4309.6787109375,65.64814324059364,5.0,0.125,0.03125,0.0,0.0,0.19340563551931492
509,0,CBC/Low-Leakage,222,0.0432434,0.054116942,1.0379505,1.0187986,-2.969209,2.500913,-0.016929721,-0.22695422,1.0398204,5.470122,-0.62578815,0.7315433,111.90625,6072.2099609375,77.92438617619968,4.687499999999999,0.10546875,0.0625,0.0,0.0,-0.261246216287462
510,0,CBC/Low-Leakage,94,0.14589703,0.08366294,1.0972252,1.0474852,-2.3540642,4.3850718,0.34362367,0.58632517,1.1185112,6.7391357,-0.5405128,0.861339,117.84375,5184.5068359375,72.00351960798514,5.0,0.125,0.03125,0.0,0.0,0.08543192567999212
511,1,Weak-ECB/Leaky,240,0.5406282,0.23563167,3.472043,1.8633419,-4.9978456,8.477495,1.8422698,5.556465,3.764322,13.475341,-0.5526359,1.1120062,134.4375,6079.37109375,77.97032187794277,4.0,0.0625,0.0625,0.0,0.0,-0.18258022768704185
512,1,Weak-ECB/Leaky,104,0.36259794,0.075703815,2.5408545,1.5940058,-2.7498355,7.683406,1.5326914,3.7605815,2.6723318,10.433241,-0.5081098,0.9461741,141.1875,7105.40234375,84.29354864845827,4.0,0.0625,0.0625,0.0,0.0,0.07003035848722082
513,1,Weak-ECB/Leaky,168,0.64219093,0.19358516,5.128914,2.2647107,-3.0158312,12.023089,2.6287038,8.326473,5.5413227,15.03892,-0.5397021,1.0691481,145.5,2535.75,50.35623099478356,3.75,0.0546875,0.125,0.0,0.0,-0.050060761990605974
514,0,CBC/Low-Leakage,102,-0.0064222403,0.081790954,1.0887924,1.0434521,-2.6152728,2.4317207,-0.1718663,-0.34004402,1.0888337,5.0469933,-0.74102336,0.67996526,137.0625,6203.24609375,78.76068875873293,4.874999999999998,0.1171875,0.0625,0.0,0.0,0.1427410610254758
515,1,Weak-ECB/Leaky,69,0.39424276,-0.007894857,4.5954494,2.1437,-3.1416883,10.7527275,2.5237987,7.8440933,4.750877,13.894416,-0.7040491,0.7994231,122.0625,6087.68359375,78.02360920740594,3.8750000000000004,0.05859375,0.125,0.0,0.0,0.34756054871699904
516,0,CBC/Low-Leakage,75,0.052804675,0.07218738,0.8972584,0.94723725,-2.7441015,2.5756826,-0.022070361,-0.0927937,0.9000467,5.319784,-0.5961644,0.6916195,130.90625,5851.5224609375,76.49524469493186,4.812499999999998,0.11328125,0.0625,0.0,0.03225806451612903,-0.0958757240888542
517,0,CBC/Low-Leakage,13,-0.0477127,-0.12531316,1.0959085,1.0468565,-3.8839543,2.967531,-0.08628808,0.43188548,1.0981851,6.8514853,-0.6675364,0.62980866,132.78125,6478.1083984375,80.48669702775422,4.601409765557391,0.10546875,0.125,0.0,0.03225806451612903,-0.1491549054395305
518,0,CBC/Low-Leakage,38,0.08901586,0.14286074,0.9781897,0.9890347,-3.6860292,3.1236224,-0.28009334,0.80555105,0.98611355,6.8096514,-0.58954877,0.7243397,151.625,3921.921875,62.62524950050099,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.17346761706969263
519,1,Weak-ECB/Leaky,247,0.41342437,0.15122506,2.663539,1.6320353,-2.3335536,7.1220183,1.7522222,4.1381006,2.8344588,9.455572,-0.5616473,0.8931294,139.125,7615.109375,87.26459405165419,4.0,0.0625,0.0625,0.0,0.0,0.3772847188046711
520,0,CBC/Low-Leakage,44,0.07463836,0.052439883,1.1106999,1.0538975,-2.272802,3.0707104,0.19993521,-0.33444476,1.1162708,5.3435125,-0.6100461,0.71839327,109.6875,6152.21484375,78.43605576359637,4.812499999999998,0.11328125,0.0625,0.0625,0.0,0.1356020133963279
